389,67,Specialty Bike Shop,Sixth Bike Store,42,Mountain,1500000,150000
519,35,Specialty Bike Shop,List Price Catalog Company,35,Touring,1500000,150000
126,517,Specialty Bike Shop,Famous Bike Sales and Service,25,Road,1000000,100000
261,401,Value Added Reseller,Functional Store North,12,Mountain,800000,80000
10,44,Value Added Reseller,Rural Cycle Emporium,11,Mountain,800000,80000
204,374,Specialty Bike Shop,Traction Tire Company,31,Mountain,1500000,150000
56,547,Specialty Bike Shop,Latest Accessories Sales,44,Road,1500000,150000
97,344,Value Added Reseller,Mountain Bike Center,18,Road,800000,80000
84,78,Warehouse,Rewarding Activities Company,93,Road,3000000,300000
692,550,Specialty Bike Shop,Successful Sales Company,46,Road,1500000,150000
222,386,Value Added Reseller,Sample Bike Store,5,Road,300000,30000
480,84,Specialty Bike Shop,General Bike Corporation,48,Road,1500000,150000
335,82,Specialty Bike Shop,Scratch-Resistant Finishes Company,16,Mountain,800000,80000
591,35,Value Added Reseller,Fitness Discount Store,11,Touring,800000,80000
438,509,Specialty Bike Shop,Remarkable Bike Store,10,Road,800000,80000
66,48,Warehouse,Neighborhood Store,87,Road,3000000,300000
522,514,Specialty Bike Shop,Small Bike Accessories Shop,34,Touring,1500000,150000
213,38,Specialty Bike Shop,Fast Bike Works,28,Touring,1000000,100000
241,304,Specialty Bike Shop,Vale Riding Supplies,31,Touring,1500000,150000
148,431,Warehouse,Lots of Bikes Storehouse,76,Mountain,3000000,300000
600,346,Value Added Reseller,Strenuous Exercise Shop,8,Mountain,300000,30000
173,68,Value Added Reseller,Sundry Sporting Goods,5,Road,300000,30000
312,313,Value Added Reseller,Resale Services,16,Mountain,800000,80000
509,291,Value Added Reseller,Fun Toys and Bikes,2,Touring,300000,30000
544,484,Warehouse,Valley Bicycle Specialists,66,Mountain,3000000,300000
699,496,Warehouse,Sensational Discount Store,80,Road,3000000,300000
113,321,Value Added Reseller,Trendy Department Stores,5,Touring,300000,30000
187,306,Warehouse,Trailblazing Sports,91,Mountain,3000000,300000
489,575,Specialty Bike Shop,Cash & Carry Bikes,45,Mountain,1500000,150000
378,534,Warehouse,Grown-up Bike Store,82,Mountain,3000000,300000
238,483,Specialty Bike Shop,A Great Bicycle Company,28,Road,1000000,100000
518,125,Value Added Reseller,Regional Cycle Shop,8,Road,300000,30000
385,324,Value Added Reseller,Sturdy Toys,7,Mountain,300000,30000
562,480,Specialty Bike Shop,Practical Bike Supply Company,25,Mountain,1000000,100000
700,494,Value Added Reseller,Underglaze and Finish Company,11,Road,800000,80000
62,569,Specialty Bike Shop,Manufacturers Inc,42,Road,1500000,150000
422,558,Specialty Bike Shop,Consolidated Sales,31,Mountain,1500000,150000
654,74,Value Added Reseller,Online Bike Warehouse,17,Road,800000,80000
195,12,Specialty Bike Shop,Inexpensive Parts Shop,34,Mountain,1500000,150000
416,643,Specialty Bike Shop,Impromptu Trips,33,Mountain,1500000,150000
17,605,Specialty Bike Shop,Trusted Catalog Store,25,Mountain,1000000,100000
100,81,Value Added Reseller,Up-To-Date Sports,20,Mountain,1000000,100000
624,289,Value Added Reseller,First Cycle Store,6,Road,300000,30000
583,290,Specialty Bike Shop,Professional Containers and Packaging Co.,46,Mountain,1500000,150000
682,10,Value Added Reseller,Popular Bike Lines,17,Touring,800000,80000
347,378,Specialty Bike Shop,Bike Universe,28,Mountain,1000000,100000
93,590,Warehouse,Stationary Bikes and Stands,96,Road,3000000,300000
633,116,Value Added Reseller,Rustic Bike Store,12,Touring,800000,80000
354,41,Warehouse,Serious Cycles,64,Mountain,3000000,300000
590,173,Warehouse,Lustrous Paints and Components,80,Road,3000000,300000
387,282,Warehouse,Racing Association,85,Road,3000000,300000
40,587,Value Added Reseller,Journey Sporting Goods,13,Mountain,800000,80000
536,165,Value Added Reseller,Next Door Cycles,20,Touring,1000000,100000
186,507,Specialty Bike Shop,Thrilling Bike Tours,37,Touring,1500000,150000
646,487,Specialty Bike Shop,Yellow Bicycle Company,29,Mountain,1000000,100000
448,276,Warehouse,Action Bicycle Specialists,49,Touring,1500000,150000
512,569,Value Added Reseller,Tiny Bike Boutique,4,Road,300000,30000
271,645,Specialty Bike Shop,Alternative Vehicles,45,Road,1500000,150000
157,204,Warehouse,Ace Bicycle Supply,81,Mountain,3000000,300000
237,432,Value Added Reseller,Client Discount Store,20,Mountain,1000000,100000
202,589,Warehouse,Two-Seater Bikes,96,Touring,3000000,300000
565,381,Specialty Bike Shop,Metallic Paint and Overcoat Co,28,Road,1000000,100000
177,24,Specialty Bike Shop,Plastic Products Manufacturers,40,Touring,1500000,150000
229,215,Specialty Bike Shop,Instant Cycle Store,19,Road,800000,80000
259,371,Specialty Bike Shop,Highway Bike Shop,49,Road,1500000,150000
37,633,Value Added Reseller,Two Bike Shops,14,Road,800000,80000
525,419,Specialty Bike Shop,Cycles and Scooters,33,Road,1500000,150000
573,14,Value Added Reseller,Nationwide Supply,17,Touring,800000,80000
214,242,Warehouse,Exclusive Bicycle Mart,100,Road,3000000,300000
31,201,Value Added Reseller,Wheels Inc.,16,Road,800000,80000
627,497,Value Added Reseller,Exchange Parts Inc.,8,Touring,300000,30000
212,134,Value Added Reseller,Enterprise Center,19,Touring,800000,80000
407,106,Specialty Bike Shop,Workout Emporium,36,Touring,1500000,150000
684,396,Warehouse,Lease-a-Bike Shop,67,Road,3000000,300000
466,258,Warehouse,Central Bicycle Specialists,67,Touring,3000000,300000
79,388,Value Added Reseller,Reasonable Bicycle Sales,6,Road,300000,30000
566,489,Warehouse,eCommerce Bikes,58,Mountain,3000000,300000
486,453,Specialty Bike Shop,Convenient Bike Shop,46,Road,1500000,150000
637,93,Specialty Bike Shop,Reliable Retail Center,32,Road,1500000,150000
659,248,Specialty Bike Shop,Shipping Specialists,13,Road,800000,80000
341,515,Specialty Bike Shop,Independent Outlet,22,Road,1000000,100000
71,394,Specialty Bike Shop,Outdoor Distributors,39,Mountain,1500000,150000
266,119,Warehouse,Excellent Bikes,81,Touring,3000000,300000
265,202,Specialty Bike Shop,Full Sports Supply,47,Mountain,1500000,150000
372,80,Warehouse,Top Bike Market,80,Touring,3000000,300000
482,115,Value Added Reseller,"Fabrikam Inc., East",11,Road,800000,80000
597,582,Value Added Reseller,All Seasons Sports Supply,9,Touring,300000,30000
490,588,Warehouse,Extraordinary Bike Works,83,Mountain,3000000,300000
360,470,Warehouse,Novelty Bikes,70,Touring,3000000,300000
616,8,Specialty Bike Shop,Eastward Bike Accessories,39,Touring,1500000,150000
653,93,Warehouse,Mercantile Outlet,66,Mountain,3000000,300000
384,365,Warehouse,Sparkling Paint and Finishes,84,Mountain,3000000,300000
530,411,Value Added Reseller,Valuable Bike Parts Company,16,Mountain,800000,80000
329,315,Specialty Bike Shop,"Unicycles, Bicycles, and Tricycles",10,Touring,800000,80000
615,158,Value Added Reseller,Fast Services,3,Road,300000,30000
175,183,Warehouse,Registered Cycle Store,87,Mountain,3000000,300000
225,448,Value Added Reseller,Optimal Bikes,8,Road,300000,30000
7,599,Value Added Reseller,Associated Bikes,8,Mountain,300000,30000
377,470,Specialty Bike Shop,Grand Sport Boutique,46,Road,1500000,150000
55,544,Value Added Reseller,Kickstands and Accessories Company,8,Touring,300000,30000
69,6,Warehouse,Online Bike Catalog,88,Touring,3000000,300000
442,94,Warehouse,Original Bicycle Supply Company,43,Mountain,1500000,150000
343,615,Value Added Reseller,Mail-Order Outlet,17,Road,800000,80000
543,649,Specialty Bike Shop,Friendly Neighborhood Bikes,27,Mountain,1000000,100000
527,391,Value Added Reseller,Fun Times Club,14,Road,800000,80000
667,523,Value Added Reseller,Traditional Department Stores,14,Mountain,800000,80000
494,409,Value Added Reseller,Worthwhile Activity Store,7,Mountain,300000,30000
52,239,Value Added Reseller,Instruments and Parts Company,9,Touring,300000,30000
689,249,Specialty Bike Shop,Consumer Equipment,43,Road,1500000,150000
388,68,Value Added Reseller,Road Way Sales and Rental,6,Mountain,300000,30000
264,94,Value Added Reseller,Fasteners & Bolts Outlet,11,Touring,800000,80000
233,521,Warehouse,Fashionable Department Stores,52,Mountain,3000000,300000
182,545,Value Added Reseller,Another Bicycle Company,2,Touring,300000,30000
2,635,Specialty Bike Shop,Progressive Sports,10,Mountain,800000,80000
209,92,Value Added Reseller,Purple Bicycle Company,20,Road,1000000,100000
403,333,Value Added Reseller,Affordable Sports Equipment,4,Road,300000,30000
314,490,Warehouse,One-Piece Handle Bars,97,Mountain,3000000,300000
558,504,Value Added Reseller,Retail Sales and Service,14,Road,800000,80000
402,303,Warehouse,Pro Sporting Goods,90,Mountain,3000000,300000
87,5,Warehouse,Rich Department Store,94,Touring,3000000,300000
561,593,Value Added Reseller,Mountain Toy Store,17,Road,800000,80000
352,42,Value Added Reseller,Twelfth Bike Store,18,Mountain,800000,80000
211,205,Warehouse,Sports Products Store,99,Road,3000000,300000
656,196,Specialty Bike Shop,Impervious Paint Company,10,Mountain,800000,80000
283,206,Specialty Bike Shop,Racing Supply Distributors,41,Touring,1500000,150000
170,567,Value Added Reseller,Excellent Riding Supplies,6,Road,300000,30000
604,537,Specialty Bike Shop,Sellers of Cycles,43,Road,1500000,150000
502,254,Warehouse,Metropolitan Bicycle Supply,87,Mountain,3000000,300000
220,487,Specialty Bike Shop,Best o' Bikes,10,Touring,800000,80000
478,61,Warehouse,Major Cycling,79,Road,3000000,300000
114,360,Specialty Bike Shop,Two Wheels Cycle Store,13,Road,800000,80000
622,438,Specialty Bike Shop,Gift and Toy Store,37,Road,1500000,150000
605,641,Warehouse,Outstanding Cycles,85,Touring,3000000,300000
701,41,Warehouse,Future Bikes,81,Road,3000000,300000
417,591,Warehouse,Genuine Bike Shop,95,Road,3000000,300000
146,637,Value Added Reseller,Latest Sports Equipment,14,Mountain,800000,80000
144,522,Specialty Bike Shop,Only Bikes and Accessories,43,Mountain,1500000,150000
244,107,Specialty Bike Shop,Retail Discount Store,34,Road,1500000,150000
404,562,Specialty Bike Shop,Activity Center,37,Road,1500000,150000
379,547,Value Added Reseller,Fad Outlet,9,Road,300000,30000
539,519,Value Added Reseller,Glossy Bikes,19,Touring,800000,80000
44,282,Specialty Bike Shop,Games and Sport Supply Company,48,Touring,1500000,150000
42,345,Warehouse,Healthy Activity Store,79,Mountain,3000000,300000
293,597,Warehouse,Fashionable Bikes and Accessories,90,Mountain,3000000,300000
467,603,Value Added Reseller,The Cycle Store,16,Mountain,800000,80000
570,105,Value Added Reseller,Family's Favorite Bike Shop,18,Mountain,800000,80000
607,586,Specialty Bike Shop,Maintenance and Repair for Bicycles,42,Touring,1500000,150000
122,125,Value Added Reseller,Off-Price Bike Center,14,Touring,800000,80000
375,22,Warehouse,Region Bike Company,81,Road,3000000,300000
23,364,Specialty Bike Shop,Bike World,31,Mountain,1500000,150000
219,432,Value Added Reseller,Extras Sporting Goods,2,Road,300000,30000
515,86,Value Added Reseller,Rural Bicycle Supply,6,Mountain,300000,30000
606,651,Value Added Reseller,Little Bicycle Supply Shop,6,Road,300000,30000
626,509,Warehouse,Retail Sporting Goods,92,Road,3000000,300000
569,85,Warehouse,Designated Distributors,61,Road,3000000,300000
437,288,Value Added Reseller,Professional Cycle Store,2,Mountain,300000,30000
252,396,Value Added Reseller,Classic Cycle Store,15,Mountain,800000,80000
432,443,Warehouse,Super Sports Store,100,Road,3000000,300000
340,274,Value Added Reseller,Nearby Cycle Shop,14,Mountain,800000,80000
559,654,Specialty Bike Shop,Some Discount Store,22,Mountain,1000000,100000
57,439,Warehouse,Leading Sales & Repair,84,Road,3000000,300000
1,637,Value Added Reseller,A Bike Store,2,Road,300000,30000
547,382,Specialty Bike Shop,Curbside Sporting Goods,10,Road,800000,80000
192,96,Specialty Bike Shop,Nuts and Bolts Mfg.,35,Mountain,1500000,150000
82,68,Value Added Reseller,Refined Department Stores,8,Road,300000,30000
366,309,Warehouse,Extended Bike Sales,76,Mountain,3000000,300000
584,426,Warehouse,Qualified Sales and Repair Services,76,Road,3000000,300000
16,247,Value Added Reseller,Bulk Discount Store,17,Road,800000,80000
176,170,Value Added Reseller,Rodeway Bike Store,4,Mountain,300000,30000
484,229,Warehouse,Downhill Bicycle Specialists,81,Mountain,3000000,300000
398,430,Specialty Bike Shop,Commendable Bikes,39,Road,1500000,150000
11,96,Specialty Bike Shop,Sharp Bikes,19,Mountain,800000,80000
123,11,Specialty Bike Shop,First Supplies,22,Touring,1000000,100000
357,29,Warehouse,Quality Bike Sales,67,Touring,3000000,300000
610,289,Specialty Bike Shop,Fitness Department Stores,41,Touring,1500000,150000
563,286,Warehouse,Systematic Sales,55,Touring,3000000,300000
695,484,Specialty Bike Shop,Responsible Bike Dealers,49,Mountain,1500000,150000
640,30,Specialty Bike Shop,Liquidation Sales,31,Touring,1500000,150000
649,367,Specialty Bike Shop,Sports Products Store,28,Road,1000000,100000
634,14,Specialty Bike Shop,Sensible Sports,33,Touring,1500000,150000
310,437,Specialty Bike Shop,Orange Bicycle Company,32,Road,1500000,150000
356,132,Specialty Bike Shop,Speedometer Sales,37,Road,1500000,150000
612,405,Value Added Reseller,General Associates,4,Road,300000,30000
184,574,Warehouse,Go-cart and Bike Specialists,90,Mountain,3000000,300000
306,472,Value Added Reseller,Work and Play Association,12,Road,800000,80000
289,635,Specialty Bike Shop,Moderately-Priced Bikes Store,39,Mountain,1500000,150000
337,217,Value Added Reseller,Recreation Toy Store,11,Mountain,800000,80000
493,308,Warehouse,Valley Bicycle Distributors,84,Road,3000000,300000
551,94,Warehouse,Vinyl and Plastic Goods Corporation,43,Mountain,1500000,150000
349,362,Value Added Reseller,Exercise Center,19,Mountain,800000,80000
657,136,Warehouse,Links Works,40,Mountain,1500000,150000
582,379,Value Added Reseller,Professional Sales and Service,14,Touring,800000,80000
5,322,Specialty Bike Shop,Metropolitan Sports Supply,13,Road,800000,80000
662,185,Specialty Bike Shop,Finer Sporting Goods,16,Touring,800000,80000
523,389,Warehouse,Futuristic Sport Distributors,94,Road,3000000,300000
45,565,Warehouse,Every Bike Shop,80,Road,3000000,300000
663,137,Warehouse,Capital Riding Supplies,46,Mountain,1500000,150000
201,578,Specialty Bike Shop,Unsurpassed Bikes,32,Touring,1500000,150000
434,493,Specialty Bike Shop,Road-Way Mart,27,Mountain,1000000,100000
415,641,Value Added Reseller,Imaginary Toys,12,Touring,800000,80000
288,473,Value Added Reseller,Kickstand Sellers,3,Mountain,300000,30000
458,404,Value Added Reseller,Simple Bike Parts,19,Road,800000,80000
61,323,Value Added Reseller,Many Bikes Store,6,Mountain,300000,30000
154,68,Warehouse,Camping and Sports Store,80,Touring,3000000,300000
593,529,Warehouse,Expert Sports Store,81,Mountain,3000000,300000
567,570,Value Added Reseller,Global Plaza,19,Mountain,800000,80000
199,635,Warehouse,Authorized Bike Sales and Rental,95,Touring,3000000,300000
645,536,Value Added Reseller,Superior Hardware Distributors,20,Mountain,1000000,100000
506,653,Value Added Reseller,Great Bikes,3,Mountain,300000,30000
33,6,Warehouse,Global Sports Outlet,70,Mountain,3000000,300000
540,524,Specialty Bike Shop,Guaranteed Sales and Service,28,Road,1000000,100000
409,181,Value Added Reseller,Outdoor Toy Store,8,Mountain,300000,30000
575,525,Warehouse,Bicycle Outfitters,67,Road,3000000,300000
685,107,Value Added Reseller,Family Cycle Store,16,Mountain,800000,80000
142,268,Warehouse,Riding Cycles,70,Road,3000000,300000
520,253,Warehouse,Metro Metals Co.,93,Touring,3000000,300000
578,633,Warehouse,The Bike Shop,70,Mountain,3000000,300000
647,571,Warehouse,Solid Bike Parts,99,Road,3000000,300000
468,465,Specialty Bike Shop,Blue Bicycle Company,40,Road,1500000,150000
12,96,Warehouse,Bikes and Motorbikes,49,Road,1500000,150000
292,582,Specialty Bike Shop,Grease and Oil Products Company,38,Road,1500000,150000
59,380,Specialty Bike Shop,Locks Company,43,Touring,1500000,150000
371,67,Specialty Bike Shop,Custom Sales and Service,48,Road,1500000,150000
368,422,Specialty Bike Shop,Elemental Sporting Goods,49,Mountain,1500000,150000
469,613,Warehouse,Vast Bike Sales and Rental,70,Mountain,3000000,300000
537,14,Specialty Bike Shop,Preferable Bikes,29,Touring,1000000,100000
262,41,Specialty Bike Shop,General Industries,48,Road,1500000,150000
430,233,Value Added Reseller,Uttermost Bike Shop,19,Road,800000,80000
68,148,Specialty Bike Shop,North Bike Company,40,Road,1500000,150000
579,475,Value Added Reseller,Riders Company,15,Road,800000,80000
592,251,Specialty Bike Shop,Cycling Goods,47,Road,1500000,150000
688,18,Value Added Reseller,Bike Part Wholesalers,15,Touring,800000,80000
628,409,Specialty Bike Shop,Executive Discount Store,35,Road,1500000,150000
117,427,Specialty Bike Shop,Pedals Warehouse,16,Road,800000,80000
580,591,Specialty Bike Shop,Rural Sales and Service,43,Road,1500000,150000
41,340,Specialty Bike Shop,Distant Inn,49,Road,1500000,150000
328,591,Value Added Reseller,Totes & Baskets Company,2,Road,300000,30000
359,525,Specialty Bike Shop,Mechanical Sports Center,40,Road,1500000,150000
14,167,Specialty Bike Shop,Bicycle Warehouse Inc.,22,Mountain,1000000,100000
258,356,Value Added Reseller,Quantity Discounts,13,Road,800000,80000
557,457,Warehouse,Purchase Mart,49,Touring,1500000,150000
81,409,Warehouse,Rally Day Mall,92,Road,3000000,300000
315,408,Value Added Reseller,Juvenile Sports Equipment,18,Mountain,800000,80000
309,582,Value Added Reseller,The Gear Store,14,Mountain,800000,80000
421,384,Value Added Reseller,Fitness Cycling,16,Mountain,800000,80000
362,641,Specialty Bike Shop,Grand Cycle Store,43,Road,1500000,150000
602,566,Warehouse,Ultimate Bike Shop,84,Mountain,3000000,300000
134,568,Value Added Reseller,Budget Bike Company,18,Road,800000,80000
412,232,Value Added Reseller,Leisure Clearing House,10,Road,800000,80000
327,487,Value Added Reseller,World of Bikes,17,Mountain,800000,80000
619,518,Specialty Bike Shop,Strong Metal Manufacturing,38,Road,1500000,150000
224,281,Warehouse,Pedal Systems Company,43,Road,1500000,150000
595,535,Specialty Bike Shop,Cycle Clearance,46,Touring,1500000,150000
517,211,Warehouse,Racing Store,92,Road,3000000,300000
674,314,Specialty Bike Shop,Discount Tours,28,Road,1000000,100000
65,99,Specialty Bike Shop,Metro Manufacturing,41,Mountain,1500000,150000
462,61,Specialty Bike Shop,General Riding Supplies,34,Mountain,1500000,150000
107,455,Specialty Bike Shop,Wholesale Bikes,27,Road,1000000,100000
246,106,Value Added Reseller,Large Bike Shop,17,Mountain,800000,80000
200,632,Value Added Reseller,Basic Bike Company,14,Road,800000,80000
501,7,Specialty Bike Shop,Jumbo Bikes,41,Touring,1500000,150000
444,41,Specialty Bike Shop,Finer Cycle Shop,16,Mountain,800000,80000
418,652,Value Added Reseller,Good Bike Shop,14,Road,800000,80000
353,72,Specialty Bike Shop,Two-Wheeled Transit Company,34,Mountain,1500000,150000
555,3,Value Added Reseller,Twin Cycles,11,Touring,800000,80000
287,463,Warehouse,Handy Bike Services,88,Mountain,3000000,300000
611,402,Warehouse,Front Runner Bikes,87,Touring,3000000,300000
27,568,Warehouse,Sports Sales and Rental,64,Mountain,3000000,300000
534,84,Specialty Bike Shop,Recommended Bicycles,30,Road,1500000,150000
256,578,Specialty Bike Shop,Rental Bikes,46,Road,1500000,150000
18,474,Warehouse,Catalog Store,55,Mountain,3000000,300000
294,381,Value Added Reseller,Flawless Bike Shop,4,Road,300000,30000
457,287,Warehouse,Retail Sporting Equipment,58,Mountain,3000000,300000
297,451,Value Added Reseller,Blue-Ribbon Bike Company,6,Touring,300000,30000
528,318,Specialty Bike Shop,Alpine Ski House,32,Road,1500000,150000
112,578,Warehouse,Town Industries,40,Touring,1500000,150000
203,342,Value Added Reseller,Separate Parts Corporation,16,Road,800000,80000
473,288,Value Added Reseller,Racing Toys,14,Road,800000,80000
272,642,Warehouse,Metro Cycle Shop,83,Mountain,3000000,300000
498,84,Specialty Bike Shop,Quick Delivery Service,42,Mountain,1500000,150000
78,349,Warehouse,Preferred Bikes,91,Road,3000000,300000
235,626,Specialty Bike Shop,Certified Bicycle Supply,25,Road,1000000,100000
568,94,Specialty Bike Shop,Economy Center,31,Mountain,1500000,150000
504,469,Specialty Bike Shop,Historic Bicycle Sales,40,Mountain,1500000,150000
150,373,Specialty Bike Shop,Fleet Bikes,49,Mountain,1500000,150000
191,96,Value Added Reseller,Non-Slip Pedal Company,8,Road,300000,30000
426,76,Warehouse,Custom Accessories Company,98,Road,3000000,300000
588,47,Value Added Reseller,General Cycle Storehouse,12,Mountain,800000,80000
513,450,Specialty Bike Shop,Village Tours,37,Mountain,1500000,150000
599,366,Warehouse,Westside Plaza,83,Touring,3000000,300000
678,93,Warehouse,Vigorous Exercise Company,61,Mountain,3000000,300000
223,387,Specialty Bike Shop,Paints and Solvents Company,13,Touring,800000,80000
254,608,Warehouse,Safe Cycles Shop,73,Mountain,3000000,300000
460,100,Warehouse,Price-Cutter Discount Bikes,61,Road,3000000,300000
172,61,Warehouse,Certified Sports Supply,86,Mountain,3000000,300000
450,456,Specialty Bike Shop,Bikes Anyone?,22,Touring,1000000,100000
300,90,Value Added Reseller,Nice Bikes,8,Road,300000,30000
686,219,Specialty Bike Shop,Finished Parts Shop,40,Mountain,1500000,150000
20,622,Specialty Bike Shop,Central Discount Store,28,Mountain,1000000,100000
60,328,Warehouse,Main Bicycle Services,85,Road,3000000,300000
98,409,Specialty Bike Shop,Superlative Bikes,30,Mountain,1500000,150000
245,101,Warehouse,Leather Seat Factory,64,Mountain,3000000,300000
24,376,Warehouse,Eastside Department Store,61,Road,3000000,300000
694,478,Value Added Reseller,The Accessories Store,13,Road,800000,80000
618,503,Value Added Reseller,Seventh Bike Store,2,Road,300000,30000
75,580,Warehouse,Paint Supply,90,Mountain,3000000,300000
105,1,Warehouse,Volume Bike Sellers,100,Mountain,3000000,300000
481,182,Warehouse,Getaway Inn,80,Road,3000000,300000
475,288,Warehouse,Real Sporting Goods,76,Mountain,3000000,300000
533,112,Value Added Reseller,Tenth Bike Store,18,Road,800000,80000
436,576,Value Added Reseller,Sheet Metal Manufacturing,17,Road,800000,80000
250,250,Specialty Bike Shop,Express Bike Services,40,Mountain,1500000,150000
365,296,Specialty Bike Shop,Distinctive Store,46,Road,1500000,150000
28,95,Value Added Reseller,Commuter Bicycle Store,17,Touring,800000,80000
77,359,Specialty Bike Shop,Mechanical Products Ltd.,37,Road,1500000,150000
497,61,Value Added Reseller,Valley Toy Store,6,Mountain,300000,30000
581,506,Warehouse,Safe Toys,73,Mountain,3000000,300000
86,144,Specialty Bike Shop,Bicycle Exporters,34,Touring,1500000,150000
550,110,Specialty Bike Shop,Remote Bicycle Specialists,13,Road,800000,80000
564,510,Value Added Reseller,Imported and Domestic Cycles,20,Road,1000000,100000
316,83,Specialty Bike Shop,Low Price Cycles,30,Mountain,1500000,150000
635,235,Warehouse,Sports Store,95,Mountain,3000000,300000
419,346,Specialty Bike Shop,Exertion Activities Club,32,Touring,1500000,150000
240,350,Value Added Reseller,Wire Baskets and Parts,19,Road,800000,80000
92,647,Specialty Bike Shop,Sports Commodities,32,Mountain,1500000,150000
291,573,Value Added Reseller,Grand Bicycle Stores,2,Mountain,300000,30000
374,135,Specialty Bike Shop,Major Equipment Co,47,Touring,1500000,150000
308,616,Warehouse,Rugged Bikes,95,Touring,3000000,300000
298,72,Specialty Bike Shop,City Cycling,36,Road,1500000,150000
655,102,Value Added Reseller,Operational Manufacturing,2,Mountain,300000,30000
433,624,Value Added Reseller,Thorough Parts and Repair Services,18,Road,800000,80000
111,433,Specialty Bike Shop,Westside Cycle Store,10,Road,800000,80000
413,513,Specialty Bike Shop,Margie's Travel,34,Mountain,1500000,150000
239,369,Warehouse,Bicycle Merchandise Warehouse,58,Road,3000000,300000
508,581,Warehouse,Designer Department Stores,89,Road,3000000,300000
396,446,Warehouse,Executive Gift Store,88,Mountain,3000000,300000
632,212,Warehouse,Ultimate Bicycle Company,94,Mountain,3000000,300000
36,447,Warehouse,Exotic Bikes,73,Road,3000000,300000
230,122,Warehouse,Global Bike Retailers,49,Touring,1500000,150000
516,80,Specialty Bike Shop,Seats and Saddles Company,36,Mountain,1500000,150000
672,596,Warehouse,Utilitarian Sporting Goods,55,Touring,3000000,300000
48,106,Warehouse,Grand Industries,81,Touring,3000000,300000
70,244,Value Added Reseller,Outdoor Aerobic Systems Company,3,Road,300000,30000
428,157,Specialty Bike Shop,West Wind Distributors,29,Touring,1000000,100000
109,618,Value Added Reseller,Travel Sports,17,Mountain,800000,80000
102,96,Warehouse,National Manufacturing,99,Road,3000000,300000
638,200,Warehouse,Metropolitan Equipment,96,Road,3000000,300000
367,359,Value Added Reseller,Brown Bicycle Company,13,Road,800000,80000
